year,genero,tengo_edad,Dónde estás trabajando,Años de experiencia,antiguedad_en_la_empresa_actual,Años en el puesto actual,cuantas_personas_tenes_a_cargo,maximo_nivel_de_estudios,estado,carrera,Trabajo de,dedicacion,ultimo_salario_mensual_o_retiro_bruto_en_pesos_argentinos,ultimo_salario_mensual_o_retiro_neto_en_pesos_argentinos,¿Qué tan conforme estás con tus ingresos laborales?,recibio_actualizacion_de_ingresos,¿De qué % fue el ajuste total acumulado?,recibis_algun_tipo_de_bono,a_que_esta_atado_el_bono,Cantidad de personas en tu organización,¿La recomendás como un buen lugar para trabajar?,contas_con_beneficios_adicionales,si_tu_sueldo_esta_dolarizado_cual_fue_el_ultimo_valor_del_dolar_que_tomaron,Modalidad de trabajo,Si trabajas bajo un esquema híbrido ¿Cuántos días a la semana vas a la oficina?,que_tanto_estas_usando_copilotchatgpt_u_otras_herramientas_de_ia_para_tu_trabajo,estas_buscando_trabajo,seniority,sueldo_bruto_en_dolares,sueldo_neto_en_dolares,source_file,estudios_estado,carrera_categoria
2025,Mujer Cis,35,Resto del país,2,2,2,0.0,Universitario,Completo,Analista Programador Universitario,Desarrollo e Ingeniería,Full-Time,800000,700000,2,Más de tres,20,Un sueldo,Performance individual,Más de 10000 personas,9,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles",1074,100% remoto,0,5,"No, pero escucho ofertas.",Junior,745,652,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario completo,IT_TECNICATURA_BOOTCAMP
2025,Hombre Cis,42,Centro,18,8,6,100.0,,,,Gestión y Consultoría,Full-Time,6120000,4800000,1,No,0,Un sueldo,Performance de la compañía,Más de 10000 personas,7,"Capacitaciones y/o cursos, Clases de idiomas, Lactario en la oficina, Stock options / RSUs",1074,Híbrido (presencial y remoto),2,5,"No, estoy muy conforme.",Senior,5698,4469,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Hombre Cis,37,Resto del país,16,0,12,0.0,Universitario,Completo,Analista de Sistemas,Desarrollo e Ingeniería,Full-Time,3500000,3400000,3,No,0,No,No recibo bono,De 101 a 200 personas,8,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",1085,100% remoto,0,5,"No, pero escucho ofertas.",Senior,3226,3134,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario completo,IT_TECNICATURA_BOOTCAMP
2025,Hombre Cis,46,Capital,20,2,2,0.0,,,,Infraestructura y Operaciones,Full-Time,2900000,2500000,2,Más de tres,130,Un sueldo,Performance individual,De 201 a 500 personas,8,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería",1074,Híbrido (presencial y remoto),2,3,"No, pero escucho ofertas.",Senior,2700,2328,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Mujer Cis,48,Capital,18,18,0,0.0,Universitario,Completo,Analista de Sistemas,Desarrollo e Ingeniería,Part-Time,5088750,3884401,3,Tres,30,Un sueldo,Performance de la compañía,De 11  a 50  personas,9,"Abono de Internet, Capacitaciones y/o cursos, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",1027,100% remoto,0,5,"No, estoy muy conforme.",Senior,4955,3782,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario completo,IT_TECNICATURA_BOOTCAMP
2025,Hombre Cis,40,Capital,20,3,1,0.0,,,,Desarrollo e Ingeniería,Full-Time,2200000,2000000,3,Uno,10,No,Performance individual,De 5001 a 10000 personas,3,"Capacitaciones y/o cursos, Clases de idiomas, Vacaciones flexibles (adicionales a las reglamentarias)",1070,100% remoto,0,2,"No, pero escucho ofertas.",Senior,2056,1869,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Hombre Cis,38,Capital,18,4,3,4.0,,,,Desarrollo e Ingeniería,Full-Time,3800000,3100000,3,Más de tres,100,De uno a tres sueldos,Performance de la compañía,De 1001 a 2000 personas,6,"Descuento en gimnasios / Clases de gimnasia online, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",1074,100% remoto,0,3,"No, estoy muy conforme.",Senior,3538,2886,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Hombre Cis,38,Resto del país,16,13,12,2.0,,,,Infraestructura y Operaciones,Part-Time,2200000,2000000,2,Tres,200,Menos de un sueldo,Pseudo aguinaldo,De 51 a 100 personas,7,"Abono de celular, Capacitaciones y/o cursos, Viáticos",1074,Híbrido (presencial y remoto),5,1,"No, pero escucho ofertas.",Senior,2048,1862,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Mujer Cis,45,Centro,20,3,3,10.0,,,,Gestión y Consultoría,Full-Time,5433506,4716282,3,No,0,De uno a tres sueldos,Performance de la compañía,Más de 10000 personas,6,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Guardería o pago para cubrir costo de guardería, Stock options / RSUs",982,Híbrido (presencial y remoto),2,5,"No, pero escucho ofertas.",Senior,5533,4803,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Hombre Cis,46,Resto del país,15,2,2,0.0,,,,Infraestructura y Operaciones,Full-Time,5000000,5000000,2,No,0,No,No recibo bono,De 11  a 50  personas,9,Ninguna de las anteriores,1030,100% remoto,0,4,"No, estoy muy conforme.",Senior,4854,4854,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Hombre Cis,30,Resto del país,2,1,1,0.0,,,,Desarrollo e Ingeniería,Full-Time,1660000,1380000,2,Tres,75,No,No recibo bono,De 201 a 500 personas,10,"Abono de Internet, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá)",1074,100% remoto,0,4,"No, pero escucho ofertas.",Junior,1546,1285,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Hombre Cis,37,Centro,12,12,5,35.0,Universitario,Completo,Licenciatura en Ciencias de la Computación,Gestión y Consultoría,Full-Time,3000000,3000000,3,Más de tres,100,Un sueldo,Performance individual,De 11  a 50  personas,9,"Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",1060,100% remoto,0,5,"No, estoy muy conforme.",Senior,2830,2830,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario completo,IT_LICENCIATURA
2025,Hombre Cis,34,Centro,7,2,2,0.0,Universitario,Incompleto,Ingeniería Electrónica,Infraestructura y Operaciones,Full-Time,1500000,1205000,1,Más de tres,41,De uno a tres sueldos,Performance individual,Más de 10000 personas,4,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles",1074,100% remoto,0,4,"Sí, estoy buscando activamente.",Senior,1397,1122,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario completo,IT_INGENIERIA
2025,Mujer Cis,36,Capital,11,4,2,0.0,Universitario,Incompleto,Diseño de Imagen y Sonido,Gestión y Consultoría,Full-Time,3452089,2885930,2,Más de tres,75,No,No recibo bono,De 51 a 100 personas,6,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",1074,100% remoto,0,0,"No, pero escucho ofertas.",Senior,3214,2687,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario completo,NO_IT
2025,Hombre Cis,37,Capital,13,5,3,4.0,,,,Desarrollo e Ingeniería,Full-Time,6000000,5000000,3,Más de tres,100,Un sueldo,Mix de las anteriores,De 201 a 500 personas,9,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",1030,100% remoto,0,5,"No, pero escucho ofertas.",Senior,5825,4854,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Mujer Cis,56,Capital,10,3,3,0.0,,,,QA y Seguridad,Full-Time,2066837,2066837,1,No,0,Menos de un sueldo,Performance de la compañía,De 51 a 100 personas,3,"Capacitaciones y/o cursos, Vacaciones flexibles (adicionales a las reglamentarias)",1067,100% remoto,0,1,"No, pero escucho ofertas.",Senior,1937,1937,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Hombre Cis,43,Buenos Aires,13,2,2,0.0,,,,Desarrollo e Ingeniería,Full-Time,3000000,3000000,4,No,0,No,No recibo bono,De 11  a 50  personas,10,"Capacitaciones y/o cursos, Horarios flexibles",1060,100% remoto,0,5,"No, estoy muy conforme.",Senior,2830,2830,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Hombre Cis,32,Capital,10,3,2,16.0,,,,Gestión y Consultoría,Full-Time,7000000,7000000,4,Uno,21,Un sueldo,Mix de las anteriores,De 51 a 100 personas,8,"Horarios flexibles, Sueldo dividido en dos pagos por mes, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",1100,100% remoto,0,5,"No, pero escucho ofertas.",Senior,6364,6364,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Hombre Cis,31,Capital,8,3,3,0.0,,,,Desarrollo e Ingeniería,Full-Time,8832980,8832980,3,No,0,No,No recibo bono,De 11  a 50  personas,9,Horarios flexibles,1074,100% remoto,0,4,"No, pero escucho ofertas.",Senior,8224,8224,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Hombre Cis,38,Centro,4,2,2,1.0,,,,QA y Seguridad,Full-Time,2000000,1900000,3,Más de tres,60,Un sueldo,Mix de las anteriores,De 101 a 200 personas,10,"Clases de idiomas, Comidas pagas / subvencionadas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles",1030,100% remoto,0,2,"No, pero escucho ofertas.",Semi-Senior,1942,1845,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Hombre Cis,39,Resto del país,5,0,0,0.0,Posgrado/Especialización,Completo,Ingeniería Electrónica,Desarrollo e Ingeniería,Full-Time,4500000,4500000,4,Más de tres,5,No,No recibo bono,De 501 a 1000 personas,4,Clases de idiomas,1000,100% remoto,0,3,"No, pero escucho ofertas.",Semi-Senior,4500,4500,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,mayor_a_universitario,IT_INGENIERIA
2025,Hombre Cis,41,Capital,10,6,4,0.0,Terciario,Completo,Tecnicatura Superior en Programación,Otros / No IT,Full-Time,1040000,863200,3,No,0,No,No recibo bono,De 51 a 100 personas,6,"Comidas pagas / subvencionadas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",1050,Híbrido (presencial y remoto),2,2,"No, pero escucho ofertas.",Senior,990,822,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,menor_a_universitario,IT_TECNICATURA_BOOTCAMP
2025,Hombre Cis,39,Capital,15,0,0,3.0,Universitario,Completo,Ingeniería en Sistemas,Desarrollo e Ingeniería,Full-Time,7000000,7000000,4,No,0,No,No recibo bono,De 101 a 200 personas,7,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",1050,100% remoto,0,3,"No, pero escucho ofertas.",Senior,6667,6667,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario completo,IT_INGENIERIA
2025,Hombre Cis,52,Centro,30,4,4,2.0,,,,Gestión y Consultoría,Full-Time,5000000,4500000,3,Más de tres,125,3+ sueldos,Performance individual,De 201 a 500 personas,7,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",1000,100% remoto,0,3,"No, pero escucho ofertas.",Senior,5000,4500,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Hombre Cis,36,Buenos Aires,16,16,5,0.0,,,,QA y Seguridad,Full-Time,2150000,1730000,2,No,0,No,No recibo bono,De 201 a 500 personas,6,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",1010,100% remoto,0,3,"Sí, estoy buscando activamente.",Senior,2129,1713,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Hombre Cis,29,Capital,6,2,2,0.0,Universitario,Completo,Ingeniería en Telecomunicaciones,Infraestructura y Operaciones,Full-Time,2400000,2400000,2,No,0,No,No recibo bono,De 51 a 100 personas,5,Ninguna de las anteriores,1074,100% remoto,0,4,"No, pero escucho ofertas.",Senior,2235,2235,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario completo,IT_INGENIERIA
2025,Mujer Cis,33,Resto del país,2,2,2,0.0,,,,Diseño y Experiencia de Usuario,Full-Time,1296605,1076183,3,Dos,52,Menos de un sueldo,Performance de la compañía,De 51 a 100 personas,8,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Viáticos, snacks en la oficina",1074,Híbrido (presencial y remoto),3,3,"No, pero escucho ofertas.",Junior,1207,1002,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Hombre Cis,36,Capital,4,0,0,0.0,Posgrado/Especialización,Completo,Diseño Gráfico,Diseño y Experiencia de Usuario,Full-Time,1900000,1750000,3,No,0,No,No recibo bono,De 11  a 50  personas,7,Horarios flexibles,1050,100% remoto,0,3,"No, estoy muy conforme.",Semi-Senior,1810,1667,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,mayor_a_universitario,NO_IT
2025,Hombre Cis,38,Buenos Aires,7,3,3,0.0,Universitario,Incompleto,Licenciatura en Informática,Desarrollo e Ingeniería,Full-Time,3100000,2500000,3,Más de tres,106,Un sueldo,Mix de las anteriores,De 2001a 5000 personas,8,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería",1040,100% remoto,0,3,"No, estoy muy conforme.",Senior,2981,2404,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario completo,IT_LICENCIATURA
2025,Hombre Cis,30,Capital,8,0,0,0.0,Posgrado/Especialización,Incompleto,Ingeniería en Informática,Desarrollo e Ingeniería,Full-Time,9200000,6000000,4,No,0,No,No recibo bono,De 501 a 1000 personas,9,"Abono de Internet, Capacitaciones y/o cursos, Horarios flexibles, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",1074,100% remoto,0,5,"No, estoy muy conforme.",Senior,8566,5587,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,mayor_a_universitario,IT_INGENIERIA
2025,Mujer Cis,28,Capital,4,4,4,0.0,,,,Desarrollo e Ingeniería,Part-Time,1500000,1300000,2,Tres,30,Un sueldo,Performance de la compañía,De 51 a 100 personas,9,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles",1064,Híbrido (presencial y remoto),0,0,"No, pero escucho ofertas.",Semi-Senior,1410,1222,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Mujer Cis,35,Capital,10,2,2,0.0,,,,Gestión y Consultoría,Full-Time,1926000,1754000,1,No,0,No,No recibo bono,De 11  a 50  personas,0,Remoto 100%,1074,100% remoto,0,5,"No, pero escucho ofertas.",Senior,1793,1633,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Hombre Cis,32,Resto del país,7,2,5,0.0,,,,Datos y Analítica,Full-Time,5029000,5029000,3,Uno,20,Un sueldo,Es un Aguinaldo,De 101 a 200 personas,9,Horarios flexibles,1074,100% remoto,0,5,"No, estoy muy conforme.",Senior,4682,4682,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Hombre Cis,45,Resto del país,25,20,15,0.0,Secundario,Completo,,Otros / No IT,Full-Time,2500000,2100000,3,Más de tres,37,No,No recibo bono,De 2001a 5000 personas,8,"Abono de celular, Ninguna de las anteriores",1074,100% presencial,0,1,"No, estoy muy conforme.",Senior,2328,1955,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,menor_a_universitario,
2025,Hombre Cis,43,Capital,20,10,8,0.0,,,,Gestión y Consultoría,Full-Time,13000000,10000000,4,Uno,12,3+ sueldos,Performance de la compañía,Más de 10000 personas,8,"Abono de celular, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Descuentos varios (Clarín 365, Club La Nación, etc), Estacionamiento gratuito / subvencionado, Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",1100,Híbrido (presencial y remoto),1,2,"No, pero escucho ofertas.",Senior,11818,9091,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Hombre Cis,33,Capital,4,0,0,0.0,,,,Desarrollo e Ingeniería,Full-Time,3300000,3300000,4,No,0,No,No recibo bono,De 2 a 10 personas,5,Ninguna de las anteriores,1074,100% remoto,0,5,"No, pero escucho ofertas.",Semi-Senior,3073,3073,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,No binarie,28,Resto del país,8,0,3,0.0,Universitario,Completo,Programador Universitario de Sistemas,Gestión y Consultoría,Full-Time,3056245,2462804,4,No,0,No,No recibo bono,1 (solamente yo),10,"Abono de Internet, Capacitaciones y/o cursos, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles",1007,100% remoto,0,3,"No, estoy muy conforme.",Senior,3035,2446,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario completo,IT_TECNICATURA_BOOTCAMP
2025,Hombre Cis,24,Centro,3,3,2,2.0,Universitario,Completo,Ingeniería en Sistemas,QA y Seguridad,Full-Time,2100000,1900000,2,Uno,18,No,No recibo bono,De 201 a 500 personas,6,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Stock options / RSUs",1050,Híbrido (presencial y remoto),2,5,"Sí, estoy buscando activamente.",Semi-Senior,2000,1810,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario completo,IT_INGENIERIA
2025,Hombre Cis,23,Buenos Aires,3,2,0,0.0,Universitario,En curso,Licenciatura en Relaciones Internacionales,QA y Seguridad,Full-Time,2032000,1716560,3,Dos,125,No,No recibo bono,De 101 a 200 personas,9,"Abono de Internet, Horarios flexibles",1074,100% remoto,0,1,"No, pero escucho ofertas.",Semi-Senior,1892,1598,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario incompleto_encurso,IT_LICENCIATURA
2025,Hombre Cis,38,Capital,18,8,4,0.0,Terciario,Completo,Telecomunicaciones,Otros / No IT,Full-Time,2900000,2600000,2,No,0,No,No recibo bono,De 201 a 500 personas,8,"Horarios flexibles, Licencia por nacimiento extendida, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",1126,100% remoto,0,1,"No, pero escucho ofertas.",Senior,2575,2309,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,menor_a_universitario,IT_INGENIERIA
2025,Mujer Cis,36,Centro,3,3,1,0.0,,,,QA y Seguridad,Full-Time,1075000,822476,1,Más de tres,30,No,No recibo bono,Más de 10000 personas,0,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Vacaciones flexibles (adicionales a las reglamentarias)",1023,100% remoto,0,4,"Sí, estoy buscando activamente.",Semi-Senior,1051,804,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Hombre Cis,38,Centro,15,1,1,0.0,,,,Infraestructura y Operaciones,Full-Time,4450000,4050000,3,No,0,No,No recibo bono,De 201 a 500 personas,8,"Capacitaciones y/o cursos, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",1074,100% remoto,0,1,"No, pero escucho ofertas.",Senior,4143,3771,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Hombre Cis,52,Capital,25,14,8,0.0,,,,Infraestructura y Operaciones,Full-Time,4720103,3849922,3,Uno,10,Un sueldo,Mix de las anteriores,Más de 10000 personas,7,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Cuota para universidad / posgrados, Descuentos varios (Clarín 365, Club La Nación, etc), Estacionamiento gratuito / subvencionado, Lactario en la oficina, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Stock options / RSUs",1010.73,100% remoto,1,0,"No, pero escucho ofertas.",Senior,4670,3809,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Hombre Cis,34,Resto del país,10,7,3,0.0,Universitario,Completo,Ingeniería en Sistemas,Desarrollo e Ingeniería,Full-Time,4850000,3896970,4,Dos,50,De uno a tres sueldos,Mix de las anteriores,Más de 10000 personas,9,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",1096,Híbrido (presencial y remoto),1,4,"No, pero escucho ofertas.",Senior,4425,3556,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario completo,IT_INGENIERIA
2025,Hombre Cis,38,Buenos Aires,12,1,1,0.0,,,,Infraestructura y Operaciones,Full-Time,2200000,1950000,3,Más de tres,51,No,No recibo bono,De 11  a 50  personas,10,"Comidas pagas / subvencionadas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",1074,100% remoto,0,5,"No, pero escucho ofertas.",Senior,2048,1816,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Hombre Cis,33,Resto del país,8,0,3,0.0,Universitario,Incompleto,Ingeniería en Sistemas,Desarrollo e Ingeniería,Full-Time,3587500,3379875,3,No,0,No,No recibo bono,De 1001 a 2000 personas,8,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",1074,100% remoto,0,4,"No, estoy muy conforme.",Senior,3340,3147,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario completo,IT_INGENIERIA
2025,Hombre Cis,47,Capital,20,15,15,6.0,,,,Infraestructura y Operaciones,Full-Time,1400000,1200000,2,Dos,80,Un sueldo,Mix de las anteriores,De 201 a 500 personas,6,Abono de celular,1070,100% presencial,0,3,"No, pero escucho ofertas.",Senior,1308,1121,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Mujer Cis,24,Centro,1,1,1,0.0,Universitario,Completo,Licenciatura en Relaciones del Trabajo,Diseño y Experiencia de Usuario,Full-Time,1066717,910000,2,Tres,58,No,No recibo bono,De 1001 a 2000 personas,8,"Abono de Internet, Horarios flexibles",1023,100% remoto,0,1,"No, pero escucho ofertas.",Junior,1043,890,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario completo,IT_LICENCIATURA
2025,Hombre Cis,29,Centro,7,3,3,0.0,,,,Datos y Analítica,Full-Time,7000000,7000000,4,No,0,3+ sueldos,Performance de la compañía,De 11  a 50  personas,8,Horarios flexibles,1074,100% remoto,0,3,"No, estoy muy conforme.",Senior,6518,6518,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Hombre Cis,22,Resto del país,3,0,3,0.0,Secundario,Completo,,Desarrollo e Ingeniería,Full-Time,900000,900000,2,No,0,No,No recibo bono,De 51 a 100 personas,7,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Horarios flexibles",1074,100% remoto,0,3,"Sí, estoy buscando activamente.",Semi-Senior,838,838,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,menor_a_universitario,
2025,Hombre Cis,35,Resto del país,12,5,2,9.0,Universitario,Incompleto,Licenciatura en Ciencias de la Computación,Gestión y Consultoría,Full-Time,3814863,3015827,3,Más de tres,107,No,No recibo bono,De 11  a 50  personas,8,"Abono de Internet, Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",1074,100% remoto,0,3,"No, pero escucho ofertas.",Senior,3552,2808,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario completo,IT_LICENCIATURA
2025,Hombre Cis,28,Centro,6,0,5,0.0,Universitario,Completo,Ingeniería en Sistemas,Desarrollo e Ingeniería,Full-Time,6000000,5100000,3,No,0,No,No recibo bono,Más de 10000 personas,7,Ninguna de las anteriores,1074,100% remoto,0,3,"No, pero escucho ofertas.",Senior,5587,4749,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario completo,IT_INGENIERIA
